platform,property_id,title,description,price_etb,subcity,sq_m,bedrooms,bathrooms,is_furnished,url
ethiopiapropertycentre,2015,2 bedroom apartment for rent,"This Apartment is Located in a nice, safe and green neighborhood Kebena close to German and British Embassy.its a new building and has studios, one bedroom, two bedroom and 3 bedroom apartments for different reasonable price.studio $550 and $750, one bedroom $800 and $1000, two bedroom for $1200 and $1500three bedrooms for $2000the building has elevator, backup generator, internet, reserved water tank, top terrace and security service.please contact us to view the place or for your housing search in Addis.best regards+251963575700 also on whatsup and viber.Daniel",240000.0,Other,,2.0,2.0,False,https://ethiopiapropertycentre.com/for-rent/flats-apartments/southern-nations/gurage/2015-2-bedroom-fully-furnished-apartment
ethiopiapropertycentre,152,5 bedroom house for rent,BasementSpacious room for storageMaids room with bathroomLarge open room for gym with bathroomSecond kitchenGround floorLarge sitting and dining area with a beautiful fire place in the middle.Open plan fully fitted modern kitchen with all the appliancesWell designed barFountainOpen balconyParquet flooringFirst floorLarge master bedroom with en-suite bathroom and dressing room and with open balcony.2 bedrooms both with en suite bathroom and dressing area.2 bedroom with shared bathroom and dressing area.Open balcony.Second floorLarge open terraceLarge family sitting room with bathroom.ExteriorG+1 security house with bathroomlaundry roomStorage for garden equipment.,180000.0,Other,,5.0,4.0,False,https://ethiopiapropertycentre.com/for-rent/houses/addis-ababa/yeka/152-marvellous-g1-house
ethiopiapropertycentre,1377,2 bedroom apartment for rent,"Property ID : RA248Near by:- super markets, restaurants, GYM, banks, 10 minutes drive from ICS, The flat is located in a safe residential compound, and it has living and dining room, kitchen, toilet, one master bed room with its own bath room, another bedroom sharing a common shower room, balconies, elevator, generator, garden, and parking for one car. The rate is negotiable.Notice: The furniture's are at the ware house and most of them are IKEA brands",232000.0,Other,150.0,2.0,2.0,False,https://ethiopiapropertycentre.com/for-rent/flats-apartments/addis-ababa/nifas-silk-lafto/1377-2-bed-apartment
ethiopiapropertycentre,999,3 bedroom house for rent,"Property ID : RA454FNearby:- ICS, Golf club, horse riding, and The house is located in a residential area and it has living and dining room with working fire place, kitchen, guest toilet, one master bed rooms with it's own bathroom, two more bedrooms with common bathroom, balcony, two service quarter rooms with shower room, basement with three additional rooms, huge garden, and parking for 8 cars. The rate is negotiable.",560000.0,Other,750.0,3.0,2.0,False,https://ethiopiapropertycentre.com/for-rent/houses/addis-ababa/bole/999-3-bedroom-house
ethiopiapropertycentre,1392,2 bedroom apartment for rent,"Property ID : RA2304 km from bole international airport, near by:- super markets, mini markets, international hotels, GYM, banks, and the Apartment is located in a very safe compound and it has living and dining room, kitchen, one master bedroom with it's own bath room, another bedroom with common box shower room, laundry room, maid room with shower room, generator, elevator, balcony, security, and parking for one car. The rate is negotiable.",416000.0,Bole,145.0,2.0,2.0,False,https://ethiopiapropertycentre.com/for-rent/flats-apartments/addis-ababa/kirkos/1392-2-bedroom-apartment
ethiopiapropertycentre,291,2 bedroom apartment for rent,Sitting & dining areaFully fitted open plan kitchenMaster bedroom with en-suite bathroom & dressing areaone bedroom with en-suite bathroom & dressing areaBalcony,62260.0,Bole,,2.0,2.0,False,https://ethiopiapropertycentre.com/for-rent/flats-apartments/addis-ababa/bole/291-cozy-apartment
ethiopiapropertycentre,177,4 bedroom apartment for rent,"Ground floorSitting/Dining room with balconyLaundry room with all the fittings1 bedroom with bathroom and dressing areaGuest cloak room with WC/basinFirst floorMaster bedroom with en-suite bathroom and dressing area2 bedrooms with share bathroom and dressing area1 small storage spaceExteriorMaid's room with bathroomstandby generatorTelevised Security cameraBroad band internet and telephone points availableTrash shutBasement ParkingEmergency exists, fire fighting and water hose.",79212.0,Bole,,4.0,3.0,False,https://ethiopiapropertycentre.com/for-rent/flats-apartments/addis-ababa/bole/177-luxury-penthouse-apartment
ethiopiapropertycentre,1413,3 bedroom house for rent,"Property ID : RA208The house is located in a very safe residential area and it has living and dining room, kitchen, one master bed room with it's own bath room, two bedrooms sharing a common bath room, balcony, three service quarter rooms with shower room, garden, 4 km from the airport, accessible to super markets and mini market, close to restaurants, near by malls, and parking for four cars. The rate is negotiable.",560000.0,Bole,500.0,3.0,2.0,False,https://ethiopiapropertycentre.com/for-rent/houses/addis-ababa/bole/1413-3-bedroom-house
ethiopiapropertycentre,1991,2 bedroom apartment for rent,"This Apartment is Located close koika or Adams pavilion building and it has two bedrooms and two bathrooms, nice and bright living room, nice and fully equipped kitchen and the building has high speed Internet, backup generator, parking, reception, water tank, gym and spa.Price $2800Slightly negotiable for long term. For your housing in Addis you can contacting the housing the specialists.+251963575700 also on whatsApp and viber.Best RegardsDaniel Getahun G/Manager",448000.0,Other,,2.0,2.0,False,https://ethiopiapropertycentre.com/for-rent/flats-apartments/addis-ababa/bole/1991-two-bedroom-nice-and-new-apartment-close-to-old-airport
ethiopiapropertycentre,2094,2 bedroom apartment for rent,"This Apartment is Located In A nice And Safe Neighborhood bole. its Fully furnished @ bedroom Apartment with very nice and modern kitchen, 2 bathrooms, furnished living room, storage, balcony, the building has very strong security service, Garbage shoot, Internet Access, back Up Generator, Water Tank And Elevator price $2500 per month please contact us to view the place or for your housing search in Addis Abeba, EthiopiaKind RegardsDaniel",400000.0,Bole,,2.0,2.0,True,https://ethiopiapropertycentre.com/for-rent/flats-apartments/addis-ababa/bole/2094-2-bedroom-fully-furnished-luxury-apartment-in-bole
ethiopiapropertycentre,1516,5 bedroom house for rent,"Property ID : RA178The house is located in a residential area and it has living and dining room, kitchen, one master bed room with it's own bath room, one bedrooms with its own bathroom, another three bedrooms sharing a common bath room, balcony, two attached service quarter rooms with shower room, water tank, water-pump, garden, and parking for two cars. The rate is negotiable.",384000.0,Other,300.0,5.0,3.0,False,https://ethiopiapropertycentre.com/for-rent/houses/addis-ababa/nifas-silk-lafto/1516-5-bedroom-house
ethiopiapropertycentre,2790,2 bedroom apartment for rent,"We are pleased to offer you this elegant fully serviced apartment for rent in the sought-after residential neighborhood of Wollo Sefer, Addis Abeba. The property is flooded with natural light and provides panoramic views of the surrounding and beyond. It comes with a bright commodious living room, two-bedrooms, two bathrooms, and a modern kitchen.Being situated in the well-renowned neighborhood of Wollo Sefer, this Apartment is an ideal rental for professionals working in the area; you will be minutes away from all your needs nearby supermarkets, restaurants, hospitals, schools, malls, recreational centers, other local amenities you need for your day-to-day needs. The amenities, features, and strategic location give the Apartment a class of its own.Price: 2500 USD/month (Payable in Birr at equivalent National Bank's daily rate)Call today for more information or to schedule a viewing.Tel: +251 931 185 848/ +251 913 414 471Email:[email protected]",400000.0,Other,200.0,2.0,2.0,False,https://ethiopiapropertycentre.com/for-rent/flats-apartments/addis-ababa/bole/2790-classy-apartment-in-wollo-sefer-addis-abeba-ethiopia-ee272
ethiopiapropertycentre,1985,2 bedroom apartment for rent,"this is a fully furnished two bedroom apartment with two bathrooms.Bright living room with a nice couches, Tv, Dining table and fully equipped kitchen.washing machine.the building has backup generator, water tanker, WiFi, security camera, security service and parking.price $1400 a month all inclusive.contact the specialist to view the place or for more informations.+251963575700 reachable on WhatsApp too.Best RegardsDaniel Getahun",224000.0,Other,,2.0,2.0,True,https://ethiopiapropertycentre.com/for-rent/flats-apartments/addis-ababa/bole/1985-fully-furnished-2-bedroom-apartment
ethiopiapropertycentre,196,4 bedroom house for rent,Ground floorthe sitting-dining area with five-placeopen plan modern  kitchenparquet flooringguest cloakroom with basin/WCtwo bedrooms with shared bathroom and dressing areamaster bedroom with en suite bathroomBasementbedroom with en suite bathroomspecious room for gym/storagenice garden with simple parking spacesecurity roomservice quartermaid's  room with bathroom laundryshaded area for entertainment.,151250.0,Bole,,4.0,2.0,False,https://ethiopiapropertycentre.com/for-rent/houses/addis-ababa/bole/196-well-designed-furnished-single-story-villa
ethiopiapropertycentre,2407,20 bedroom hotel / guest house for rent,"For Rent in Megenagna, a Luxurious G+3 Town House- Suitable for guest houses or comparable uses- 20 Rooms, Fully Furnished-10 parking space- Large rooftop deck with lovely views- Built with natural light in mind- Custom Designed by specialist interior designers- Conveniently situated in a region with excellent security- Location: Megenagna, Addis Ababa- To arrange a viewing and to obtain additional details: 0901443333- Price: 450,000 birr per month",450000.0,Yeka,,20.0,20.0,True,https://ethiopiapropertycentre.com/for-rent/commercial/hotels-guest-houses/addis-ababa/yeka/2407-luxurious-g3-town-house
ethiopiapropertycentre,1279,2 bedroom apartment for rent,"Property ID : RA324The flat is located in a safe residential compound, and it has living and dining room, kitchen, toilet, one master bed room with its own bath room, another bedroom sharing a common shower room, laundry with machine, store at the basement, balcony, elevator, generator, garden, and parking for one car. The rate is negotiable.",296000.0,Other,110.0,2.0,2.0,False,https://ethiopiapropertycentre.com/for-rent/flats-apartments/addis-ababa/nifas-silk-lafto/1279-2-bedroom-apartment
ethiopiapropertycentre,2253,2 bedroom apartment for rent,"2 beds/2 bathsStriking: Cozy, naturally well-lit 2 bedroom 2 bathroom apartment in Welosefer Addis Ababa. Master bedroom with en-suite bathroom, second bedroom and bathroom, modern kitchen with appliances, laundry room with laundry machineTwo elevators, water at all time, balcony, parking, gym, 24 hr.security, WiFi, generator, parking, fire exit....Location: Welosefer  not far from UNHCR, UNDP, World Bank, 15 min. Drive to UNECA,  5-10 min. to Bole Airport Addis AbabaPrice negotiable",400000.0,Kirkos,,2.0,2.0,False,https://ethiopiapropertycentre.com/for-rent/flats-apartments/addis-ababa/kirkos/2253-striking-cozy-2-bedroom-apartment-in-welosefer
ethiopiapropertycentre,1381,2 bedroom apartment for rent,"Property ID : RA243Near by:- ECA, UNDP, WFP,  The Apartment is located in safe area and it has living and dining room, kitchen, one master bedroom with it's own bath room, another bedroom with common box shower room,laundry room, maid room with shower room, generator, elevator, balcony, security, and parking for one car. The rate is negotiable.",336000.0,Other,145.0,2.0,2.0,False,https://ethiopiapropertycentre.com/for-rent/flats-apartments/addis-ababa/kirkos/1381-2-bed-apartment
ethiopiapropertycentre,156,2 bedroom apartment for rent,2 bedrooms apartment on the 2nd floorElevator in the buildingWell planned sitting and dining area with a well fitted modern kitchen.Master bedroom with en suite bathroom and dressing area.1 bedroom with bathroom and dressing cabinet.Maid's room shared bathroomUnderground parking areaFull-time security.,42000.0,Bole,,2.0,2.0,False,https://ethiopiapropertycentre.com/for-rent/flats-apartments/addis-ababa/bole/156-nicely-designed-2-bedroom-apartment
ethiopiapropertycentre,2331,5 bedroom detached bungalow for rent,"We are pleased to offer you this one of a kind beautiful home for rent in the quiet serene residential neighborhood of Addis, in the neighborhood between the American and the French Embassy. It is situated 7-10 min from old town Piazza, 10 min from Meskel Square, 7-10 min from the Sheraton and Hilton Hotel.This antique home is complemented with five-bedrooms, four and a half bathrooms, every room opens to a garden or a porch creating a great indoor-outdoor flow, wraparound porch, roof terrace, cathedral ceiling, sunroom, wide plank hardwood floors and wood ceilings, stain glass windows, this Attic house comes semi-furnished with antique and bespoke furniture's including a four-poster bed, four wood-burning fireplaces, exposed bricks, skylight, pope balcony, biogas septic tank providing free cooking gas for the kitchen, and great views of greenery from every window.",800000.0,Kirkos,700.0,5.0,5.0,True,https://ethiopiapropertycentre.com/for-rent/houses/detached-bungalows/addis-ababa/gullele/2331-one-of-a-kind-antique-home-in-addis-abeba-ethiopia-ee298
ethiopiapropertycentre,2953,2 bedroom apartment for rent,"Location- Kazanchis, behind Radisson Blue Hotel. It is  a 2-bed room plus a separate third small bed room with separate toilet and shower.It is wide and roomy. Fully furnished, including Sofa, refrigerator, 2 Beds, automatic washing machine, microwave, and refrigerator. There are four big elevators on each floor. Two Garbage shooter on each floor.There is a dedicated parking for one car. 24-hour electricity service. Wiring system ready for DSTV and other pay-T.  24-hour security guard and CCTV",400000.0,Kirkos,198.0,2.0,3.0,True,https://ethiopiapropertycentre.com/for-rent/flats-apartments/addis-ababa/kazanchis/2953-fully-furnished-two-bed-room-luxury-apartment
ethiopiapropertycentre,245,4 bedroom house for rent,Ground floorLarge sitting and dining area with fully fitted furnitureFireplaceFully fitted modern kitchenParquet flooringGuest cloakroom with basin/WC1 guest bedroom with en suite bathroom and dressing areaWell fitted bar1st floorMaster bedroom with en suite bathroom and dressing area2 bedroom both with en suite bathroom and dressing areaOpen corridorOpen balcony facing the gardenParquet flooring.,115000.0,Other,,4.0,4.0,False,https://ethiopiapropertycentre.com/for-rent/houses/amhara/gondar/beyeda/245-marvelous-furnished-g1-house
ethiopiapropertycentre,2566,3 bedroom house for rent,"This villa is located in the well-renowned area of Addis Bole minutes away from all the recreational facilities you'll need. The villa comes with three bedrooms along with two bathrooms, ensuit master bedroom and one common bath room a spacious airy wooden floor living room, a modern kitchen and a well-manicured large garden with all around beautiful trees and flora. There are four service quarter.It's located in a well-secured community compound in a diplomatic neighborhood, within the vicinity of restaurants, malls, hospitals, banks, local amenities and many more.",480000.0,Bole,500.0,3.0,3.0,False,https://ethiopiapropertycentre.com/for-rent/houses/addis-ababa/bole/2566-timeless-villa-in-bole-addis-abeba-ethiopia-ee-347
ethiopiapropertycentre,944,5 bedroom house for rent,"Property ID : RA4792 km from bole international airport, located in a residential area and it has living and dining room, open kitchen, guest toilet, one master bedroom with bathroom, two more bedrooms with their own bathrooms, another two bedrooms sharing a common bathroom, balconies, two additional room at the basement with shower room, and parking for four cars. The rate is negotiable.",560000.0,Bole,300.0,5.0,4.0,False,https://ethiopiapropertycentre.com/for-rent/houses/addis-ababa/bole/944-5-bedroom-house
ethiopiapropertycentre,919,3 bedroom house for rent,"Property ID : RA505Nearby:- UNECA, Embassies, sand-ford school, and The house is located in a safe residential compound and it has living and dining room, kitchen, one master bedroom with its own bathroom, another two bed rooms sharing a common bathroom, balcony, three service quarter rooms with shower room, basement with additional three rooms, and parking for four cars. The rate is negotiable.",368000.0,Other,350.0,3.0,2.0,False,https://ethiopiapropertycentre.com/for-rent/houses/addis-ababa/kirkos/919-3-bedroom-house
ethiopiapropertycentre,169,4 bedroom apartment for rent,"Ground floorSitting /Dining room with balconyWell designed spacious kitchen.Laundry room with all the fittings1 Bedroom with bathroom and dressing area.Guest cloakroom with WC/basinFirst  floorMaster bedroom with en suite bathroom and dressing area.2 Bedrooms with share bathroom and dressing area.1 Small storage space.ExteriorMaid's room with bathroom.Stand by the generator.Televised security camera.Broadband internet and telephone points available.Trash shut.Basement parking.Emergency exits, fire fighting water hose.",117400.0,Bole,,4.0,3.0,False,https://ethiopiapropertycentre.com/for-rent/flats-apartments/addis-ababa/bole/169-luxury-apartment
ethiopiapropertycentre,1389,4 bedroom house for rent,"Property ID : RA233Near by:- restaurants, mini markets, Stamford school, German school, embassies, The house is located in a safe residential compound, and it has living and dining room, kitchen, one master bed room with it's own bath room, three bedrooms sharing a common bath room, balcony, three service quarter rooms with shower room, garden, and parking for six cars. The rate is negotiable.",416000.0,Other,800.0,4.0,2.0,False,https://ethiopiapropertycentre.com/for-rent/houses/addis-ababa/kolfe-keranio/1389-4-bedroom-house
ethiopiapropertycentre,4764,4 bedroom house for rent,"This property is located nearby the British embassy. Graceful to this high quality house is a beautiful nature of the mountain covered by trees and indigenous plants. In such an ""Eco-friendly"" surrounding's, you enjoy the fresh air in every bit of microseconds! It has a very big terrace where you will have all rounded view (360 °) and barbecue as well.Easy access to Sandford international school and German school.Offers:-	4 wooden floored bed rooms-	Spacious Living room (wooden) with a fire place-	Family room (wooden)-	Modern and clean kitchen + dining section-	5 bath rooms-	Big balconies-	Garden-	3 parking spaces",720000.0,Yeka,,4.0,5.0,False,https://ethiopiapropertycentre.com/for-rent/houses/addis-ababa/yeka/4764-great-house-healthy-air-walking-distance-to-the-british-embassy
ethiopiapropertycentre,2081,2 bedroom apartment for rent,"This Apartment is Located In Bole Atlas which is good and central Location to go to any part of AddisThe Apartment Has furnished/Unfurnished 2 and 3 bedrooms, Parking, Supermarket, WiFi, Back up Generator, Balcony, Elevator and Security ServicePrice $2500contact us for further InformationKind regsrdsDaniel",400000.0,Bole,,2.0,2.0,True,https://ethiopiapropertycentre.com/for-rent/flats-apartments/addis-ababa/bole/2081-2-bedroom-fully-furnished-modern-apartment-in-bole-atlas
ethiopiapropertycentre,2064,2 bedroom apartment for rent,"This Apartment is Located in kasanchis next to UNECA walking distance to IOM, PLAN, WFP,it is fully furnished and has 2 bedroom 2 bathroom, separated kitchen, living room, storage, laundry room, maid room, Elevator, reserve water tank, Generator and InternetPrice $2300",368000.0,Other,,2.0,2.0,True,https://ethiopiapropertycentre.com/for-rent/flats-apartments/addis-ababa/bole/2064-2-bedroom-fully-furnished-apartment-in-kasanchis
ethiopiapropertycentre,2084,3 bedroom apartment for rent,"This Apartment is Located In Bole. and its in central location to go anypart of Addis. and its close to most of day to day activity places likeBanks, Cafes, Fresh Cornors, Gym, supermarket, Hotel and e.t.cand it has 3 Bedrooms, all the bedrooms has their own bathroom and closet,Spacious Living Room, wooden Floor, well equipped Modern open Kitchen, Verenda which has very beautiful view of the city!, storageroom, WIFI, Back up Generator, Elevator, 24/7 days security servicePrice $2500contact us for further informationWith Regards,Daniel",,Bole,,3.0,3.0,False,https://ethiopiapropertycentre.com/for-rent/flats-apartments/addis-ababa/bole/2084-new-and-amazing-apartment-in-bole
ethiopiapropertycentre,,3 bedroom apartment for rent,"Hayahulet, 3 bedrooms apartment for rent, Addis Ababa. The apartment is located on safe residential building, and it has big living and dinning room with open kitchen, master bedroom with it's own shower room, two bedrooms with common shower room, and garage for one car. The flat comes with generator, two elevators, reception, and internet line.",50000.0,Bole,,,,False,https://ethiopiapropertycentre.com/for-rent/flats-apartments/addis-ababa/bole/2178-hayahulet-3-bedrooms-apartment-2-bathroo-addis-ababa-the-apartmenti
ethiopiapropertycentre,2990,4 bedroom apartment for rent,"Luxury 4 bed room apartment for rent at yerer homes( hosea real estate) around ayat. It has 200 kare space and gated community with parking, water, and electricity available.The price is slightly negotiable.",55000.0,Yeka,200.0,4.0,3.0,False,https://ethiopiapropertycentre.com/for-rent/flats-apartments/addis-ababa/ayat/2990-luxury-4-bed-room-apartment
ethiopiapropertycentre,1646,4 bedroom house for rent,"Property ID : RA85The house is located in a safe residential area and it has living and dining room, kitchen, one master bed room with it's own bath room, one bedrooms with its own bathroom, another two bedrooms sharing a common bath room, balcony, family room, three service quarter rooms with shower room, steam room, water tank, water-pump, terrace, garden, and parking for four cars. The rate is negotiable.",560000.0,Other,400.0,4.0,3.0,False,https://ethiopiapropertycentre.com/for-rent/houses/addis-ababa/bole/1646-4-bedroom-house
ethiopiapropertycentre,3288,3 bedroom apartment for rent,"Discover the perfect dwelling at our premier location: a spacious 3-bedroom, 3-bathroom apartment nestled in a tranquil area of Bole. Immerse yourself in the convenience of nearby cafes, restaurants, and a mere stone's throw away from a supermarket. The apartment boasts inviting balconies for entertaining and showcases elegant hardwood floors throughout, adding a touch of sophistication to your lifestyle.Embrace the opportunity to secure your dream residence by connecting with us today!",560000.0,Bole,,3.0,3.0,False,https://ethiopiapropertycentre.com/for-rent/flats-apartments/addis-ababa/bole/3288-specious-wooden-foor-apartment-in-bole
ethiopiapropertycentre,1505,3 bedroom house for rent,"Property ID : RA191The house is located in a safe residential area and it has living and dining room, kitchen, one master bed room with it's own bath room, another two bed rooms sharing a common shower room, balcony, four service quarter rooms with shower room, laundry, store, garden, and parking for six cars. The rate is negotiable.",576000.0,Bole,500.0,3.0,2.0,False,https://ethiopiapropertycentre.com/for-rent/houses/addis-ababa/bole/1505-3-bedroom-house
ethiopiapropertycentre,4755,3 bedroom house for rent,"In a secured residential spot of bole, a villa with a beautiful garden is available for rent. Inscribed in a big compound, the main house offers:-	3 bed rooms, living room with a fire place, kitchen room equipped with cabinets, 2 bath roomsThe service quarter compose:-	Maid's room, laundry section, bath room and store,Plus:-	Enormous garden and 4 parking Spaces.",800000.0,Bole,,3.0,4.0,False,https://ethiopiapropertycentre.com/for-rent/houses/addis-ababa/bole/4755-old-3bd-villa-and-a-big-garden-bole-el840
ethiopiapropertycentre,1342,4 bedroom house for rent,"Property ID : RA284The house is located in a very safe residential compound and it has two living and dining room, kitchen, guest toilet, one master bedroom with its own bathroom, another three bed rooms with their own shower rooms, balconies, at the back attached two additional rooms with shower room, small garden, and parking for four cars. The rate is negotiable.",688000.0,Bole,250.0,4.0,4.0,False,https://ethiopiapropertycentre.com/for-rent/houses/addis-ababa/bole/1342-4-bedroom-house
ethiopiapropertycentre,2027,2 bedroom apartment for rent,"this Apartemnt is located in a nice and safe neighbourhood waking distance to African Union, GIZ and 5-10 minute drive to the American school.the building is brand new and it has 2 bedroom and one bedroom units.the two bedroom has two closets and two bathrooms, with living room and big open kitchen.And the building has WIFI, backup generator, parking space, reserved water tank, elevator, top terrace and security service.price for unfurnished $2000 and furnished $25000 includes all utilities and services.one bedroom unfurnished $1000 and furnished $1500please contact us for further information or to view the place.kind regardsDaniel",320000.0,Other,,2.0,2.0,True,https://ethiopiapropertycentre.com/for-rent/flats-apartments/addis-ababa/bole/2027-2-bedroom-furnished-apartment-close-to-african-union
ethiopiapropertycentre,1106,3 bedroom house for rent,"Property ID : RA421House for rent at Bole, 3 bed rooms, 2 bathrooms, Addis Ababa Ethiopia. The house is located in a safe residential area and it has living and dinning room with working fire place, kitchen, master bed room with it's own bathroom, two bed rooms with common shower room, two additional rooms with shower in the basement, garden, guard house, and parking for six cars. The rate is negotiable.",448000.0,Bole,500.0,3.0,2.0,False,https://ethiopiapropertycentre.com/for-rent/houses/addis-ababa/bole/1106-3-bed-house
ethiopiapropertycentre,1252,4 bedroom house for rent,"Property ID : RA350Near by:- restaurants, mini markets, Sand-ford school, German school, embassies, The house is located in a safe residential compound, and it has living and dining room, kitchen, one master bed room with it's own bath room, three bedrooms sharing a common bath room, balcony, three service quarter rooms with shower room, garden, and parking for four cars. The rate is negotiable.",512000.0,Other,700.0,4.0,2.0,False,https://ethiopiapropertycentre.com/for-rent/houses/addis-ababa/addis-ketema/1252-4-bed-house
ethiopiapropertycentre,270,2 bedroom apartment for rent,Sitting & dining areaFully fitted open plan kitchenMaster bedroom with en-suite bathroom & dressing areaOne bedroom with en-suite bathroom & dressing areaGuest cloak room with basinSeparate maids quarterFully fitted Second kitchenLaundry RoomOpen corridor.,119900.0,Other,,2.0,2.0,False,https://ethiopiapropertycentre.com/for-rent/flats-apartments/southern-nations/gofa/270-marvelous-apartment
ethiopiapropertycentre,1976,2 bedroom apartment for rent,"This is a two bedroom Fully Furnished nice apartment which is located in a nice and central location Bole close to Ednamal.it has 2 bedroom, 2 bathroom, good size and bright living room with balcony, fully equipped kitchen, WiFi, elevator, generator, security camera, top terrace and security guard.price $2000 fully furnished and all inclusive.for more information contact us at +251963575700 Available on WhatsApp too.Best regardsDaniel Getahun",320000.0,Bole,,2.0,2.0,True,https://ethiopiapropertycentre.com/for-rent/flats-apartments/addis-ababa/bole/1976-2-bedroom-furnished-apartment
ethiopiapropertycentre,197,5 bedroom house for rent,Ground FloorSitting & dining areaFully fitted open plan KitchenGuest cloak room with basin1st FloorThree bedrooms with dressing areaTwo bathroomsOpen corridor2nd FloorMaster bedroom with en-suite bathroomone bedroom with dressing areaExteriorService quartersparking areaNice garden.,82170.0,Other,,5.0,3.0,False,https://ethiopiapropertycentre.com/for-rent/houses/addis-ababa/kera/197-well-built-g2-house
ethiopiapropertycentre,1333,1 bedroom apartment for rent,"Property ID : RA293Near by:- Embassies like German, Russia, Uganda, British, Kenya, walking distance to Sand-ford school, and The Apartment is located in a residential compound and it has living and dining room, equipped kitchen, one bedroom with it's own bath room, WiFi internet, generator, elevator, balcony, laundry, store, security, and parking for one car. The rate is negotiable.Notice: condominium fee will be applied for expenses.",252800.0,Other,120.0,1.0,1.0,False,https://ethiopiapropertycentre.com/for-rent/flats-apartments/addis-ababa/kotebe/1333-1-bedroom-apartment
ethiopiapropertycentre,1555,3 bedroom apartment for rent,"Property ID : RA128The pante house Apartment is located in safe area and it has living and dining room, kitchen, one master bedroom with it's own bath room, another two bedrooms with common shower room, generator, elevator, WIFI, balcony, security, and parking for one car. The rate is negotiable.Note: the floor wooden will be done soon",672000.0,Other,300.0,3.0,2.0,False,https://ethiopiapropertycentre.com/for-rent/flats-apartments/addis-ababa/kirkos/1555-3-bedroom-apartment
ethiopiapropertycentre,1544,1 bedroom apartment for rent,"Property ID : RA143The Apartment is located in safe residential area and it has living and dining room, kitchen, one bedroom with common bath room, WIFI internet, generator, elevator, balcony, laundry, security, and parking for one car. The rate is negotiable.",296000.0,Other,75.0,1.0,1.0,False,https://ethiopiapropertycentre.com/for-rent/flats-apartments/addis-ababa/bole/1544-1-bed-apartment
ethiopiapropertycentre,2029,3 bedroom apartment for rent,"This Apartment is located in Kasanchis walking Distance to ECA, UNICA, IOM, AND WFPit has fully furnished 3 bedrooms and master bedroom with its own closet and en suite bathroom with steam.and the other two bedrooms shares one other bathroom, Living room with couch and dining table, fully equipped Kitchen with Refrigerator, Stove, Micro wave e.t.cwashing machine, Veranda, Elevator, security service and Internet AccessPrice $2000 per monthplease contact us to view the place or for further information.+251963575700 also on whatsup and viberKind Regards.Daniel Getahun G/M",320000.0,Other,,3.0,2.0,True,https://ethiopiapropertycentre.com/for-rent/flats-apartments/addis-ababa/bole/2029-3-bedroom-fully-furnished-apartment-in-kasanchis
ethiopiapropertycentre,2227,3 bedroom apartment for rent,"A fully equipped apartment is available for rent in Addis Abeba's Old Airport.This flat is modern, spacious, and elegant, with three furnished bedrooms, a large furnished living room, and three bathrooms. This lovely flat is close to ICS and has a stunning view. A modern upscale elegant fully equipped kitchen with uniform woodwork, granite stone table tops, and top-of-the-line appliances and store. The apartment has an elevator as well as a secure parking space. Here's your chance to live a magnificent life by renting a cozy, beautiful apartment in Addis Abeba's best location.Call us right away to set up a viewing.Monthly rate is 3,500 USD.............. ......... ........ ........ ............ Your housing needs in Addis Ababa deserve the care of a specialist. No One Has More Experience Or Expertise To Help You Than An Agent Who Is A Realtor. We are your REALTOR. Welcome Home. We provide a highly personalised and professional service. Call us Now!For more properties visit https://www.ZeGebeya.com",175300.0,Nifas-Silk-Lafto,180.0,3.0,3.0,True,https://ethiopiapropertycentre.com/for-rent/flats-apartments/addis-ababa/nifas-silk-lafto/2227-luxury-3-bedroom-furnished-apartment-at-old-airport-zg-1100
ethiopiapropertycentre,1399,3 bedroom house for rent,"Property ID : RA223Nearby:- restaurants, super markets, golf club, international community school (ICS), malls, horse riding, international tennis court, The house is located in safe residential area and it has living and dining room, kitchen, one master bedroom with it's own bath room, another two bedrooms sharing a common shower room, balcony, basement with three rooms and shower room, three service quarter rooms with shower room, garden,  and parking for four cars. The rate is negotiable.",480000.0,Other,500.0,3.0,2.0,False,https://ethiopiapropertycentre.com/for-rent/houses/addis-ababa/nifas-silk-lafto/1399-3-bedroom-house
ethiopiapropertycentre,2683,6 bedroom semi-detached duplex for rent,"The plot is 136m2 & built up area is 110m2.6 Bed rooms plus 2 small rooms in each floor that can be used as bed/ gym/ liberary, one room in the third floor that can be used as reading or gym room. In addition to this, the house has roof top terrace and wide balcony for the master bed room.",100000.0,Other,136.0,6.0,4.0,False,https://ethiopiapropertycentre.com/for-rent/houses/semi-detached-duplexes/addis-ababa/kolfe-keranio/2683-g2-6-plus-four-bed-rooms
ethiopiapropertycentre,1639,2 bedroom apartment for rent,"Property ID : RA95The Apartment is located in safe area and it has living and dining room, kitchen, one master bedroom with it's own bath room, another bedroom with common box shower room,laundry room, maid room with shower room, generator, elevator, balcony, security, and parking for one car. The rate is negotiable.",408000.0,Other,145.0,2.0,2.0,False,https://ethiopiapropertycentre.com/for-rent/flats-apartments/addis-ababa/kirkos/1639-2-bedroom-apartment
